,0
413,"Soorari potru as the name implies is the story of a normal middle class guy whose aim is not only to fly high but to make aero services accessible to each and every person in this country..
Surya with his terrific performance mesmerizes everyone and it's safe to say that this is his career best performance..He literally lived as the character Maaran..
The heroine Aparna's character showed that we don't need glamorous heroines but performance is what matters..Feminism told in a simple and effective way
All the other lead actors did well but it's remarkable to appreciate the person behind the instruments..GVP who hunted everyone with his bgm in Asuran does the same and excellent job of keeping us on the track with his outstanding bgm..
Throughout the movie , we get on with Maaran's life and in the climax we become one with him
This movie showed kollywood doesn't need massive fight scenes or fancy songs or idiotic comedies ..Just a good script with a well directed screenplay is more than enough for us.."
414,Exllent movie with crisp gripping story and screenplay....
415,"Soorarai Pottru- Awe transpiring movie for all generations. Loosely based on a true story, the director Sudha Kongara has nailed it with a fresh spin. She has shown the true reality of how the world can be and also a mirror.
It shows how entrepreneurs changed airline industry breaking every norm and mind barriers. One of the best roles Surya has portrayed and can proudly wear a feather.
An award winning, inspiring movie and multiple times clap worthy. Watch it on Amazon Prime.
""Ride the tide no matter what, as long as you have chosen the right path that aligns with your dreams- rest will follow""."
416,"The movie talks about the story of Air Decan, India's first low cost airways. Screenplay is a bit dramatized so as to make it more engaging.
The movie revolutions around Maara who is trying to make his dream come true which is to provide an airways service which can affordable for the common people of India. Story follows around his struggles and his past. It also involves a bit of his personal life too.
It's simply a man's dream to sell others big dream for a small price."
417,It is truly inspiring movie for all. Surya acting is just being Ng back memories of varaniyam aayram this time too sharp
418,What a movie! Hands down Suriya is the best actor of our generation. Excels is all sectors of acting! He is BACK! Hats off to the Director Sudha and the rest of the crew members for giving us this master piece. Everyone involved in the making did a fantastic job.
419,After Vaaranam aayiram.. this is one of the classical movie acted by surya Anna what a performance each frame & scenes I didn't seen surya...I seen only nedumaran.. starting to ending surya occupy the screen... infinity Wala Diwali treat for Surya Anna fans...and aparna also done great job...Kali venkat u nailed it man every characters done good job...Mohan babu sir also super...gvp simply mass... Sathish hold the screen brilliant cinematography...sudha what a work no words technically story wise acting wise we know the hard work of sudha... definitely worth & must watch with family &kids...
420,BEST OTT MOVIE EVER COULD HAVE GOT THEATRICAL RELEASE AMAZING CAST PERFORMANCE SURIYA STEALS THE SHOW WITH HIS EYES ALONE WHAT A FILM MOHAN BABU DID A GOOD JOB AND RESPECTIVE DIRECTOR'S BEST WORK TILL NOW
421,"A great comeback for Suriya Sir.You will never feel bored watching the movie.This movie will inspire millions that you can achieve anything you want.Performances are excellent.Suriya Sir did superb performance in this film.Every scenes,whether it's emotional scene or others.he will impress you.Other supporting cast were given importance and they did a great job.Music by GV Prakash Kumar is the best of his career.Nallu Nimisham,Aagasam and Maara theme are my favourites.Other songs are also very good and bgm is fire.The plane scenes choreographed by Action director of Fast and Furious looks brilliant.Technical departments whether it's cinematography or camera work also great.MUST WATCH."
422,"National Award should be given to SURYA and the team. Amazing there are scenes which drops tears in eyes. 'Amazon prime' support these people with Big Share.
G. R. Gopinath is such an incredible man. Make him president he will do great things. When people make movie like this do not charge location Airport fee...
Awesome Experience....."
423,"Nadippin naayakan is back with another masterclass performance. I felt this is the best movie released till date directly via OTT platform. This film doesn't disappoint us . This team has delivered us with excellency in all level of acting,story,music etc. It's a must watch inspirational story ."
424,"Dreams never die for ambitious men. Here is a beautiful movie on one such man, Maran, ex-IAF pilot who dreams to fly high in life and at at he same time provide the poor air travel with in their reach.
Want to see a movie with Songs, foreign location, fights, punch dialogues? Sorry, then this is not a movie for you! This depicts the struggles of a man in real life who wish to change aviation history.
Yes, the story might have been based on real life events of Gopinath who was the first to provide economy air travel (and others) by starting Simplifly-Deccan, but the struggles they encountered to provide the facility under tough airliners competition is not just Simplif(l)y!
Surya has done an excellent job in bringing to life the character to steal the show. It is another feather in his cap. Aparna Balamurali as his wife Bommi, who teases, pleases, gives ample support to be with him as a true wife and companion during his struggles. Director Sudha Kongara whose Irudhi Sutru (Final Round) was a hit, has again given a different movie and she needs to be appreciated. Urvashi as Surya's mother, Paresh Rawal as Villainous Paresh Goswamy, the Jas airline owner, Kaali Venkat, Karunaas, Krishna kumar as Che, his friend have done their jobs well. Mohan Babu as Surya's commodore has a pleasant role at the end.
Technical values are excellent. G. V. Kumar has provided necessary music suitable for village background.
The drawback of this otherwise good film is the length. It could have been trimmed further to bring it under 2 hours.
There are many touching scenes like villagers sending money to Maran's account, Surya's desperation to reach the village to see his dying father's face, his initial failures and so on.
Watch the movie on Amazon Prime OTT platform and let's encourage good movies!"
